0,1,2,3,4,5,6,7,8,9,10,11
514.9667467459882,-10.754324646360685,1.0,784.8382599533899,-24.095097128453453,1.0,484.8970381,-32.05354006,0.0,-1.855439747360594,-1.7935645897769126,1.0
516.475306245134,6.486934302582117,1.0,789.1780075696607,35.79497204691074,1.0,489.4131103,19.8796369,0.0,1.9046732532093005,1.8025752429832749,0.0
,,,762.4069768707712,-6.871962572527785,1.0,462.9359209,-30.74108877,0.0,,,
525.7858116215568,0.1876108309385191,1.0,816.3659497500357,33.21849641840291,1.0,517.3062023,1.400230309,0.0,,,
505.29538656871904,-1.4328275813608786,1.0,754.3371511645687,36.50921693102964,1.0,455.8061102,-3.251988751,0.0,,,
505.35161090886686,-10.887422070524025,1.0,753.8245894241172,16.289551815238475,1.0,,,,1.845493515476439,1.1619980968350117,0.0
512.4002784157694,-24.734629452148297,1.0,774.1657554615191,-17.11745009913939,1.0,477.0439455,-72.7397423,0.0,1.9548089963615265,2.683798619903357,0.0
492.7255557003956,-10.5964117140444,1.0,714.2132786096491,33.420746003742735,1.0,417.9717559,-30.11660073,0.0,-2.3952615109165385,-2.4536500607626635,1.0
499.8397116192487,-1.202780449218376,1.0,734.504114805974,69.71252787664355,1.0,439.2598027,-1.727488687,0.0,2.420815632036818,1.8752707099195256,0.0
500.880281346696,-17.840017071676613,1.0,736.4510387859459,27.89747581138465,1.0,442.3206928,-51.43128418,0.0,2.3805188625734965,2.060837508246414,0.0
524.6087195645315,-5.346479268087732,1.0,806.3386036249676,73.4589435331144,1.0,513.4387916,-13.74309399,0.0,1.5811609790460277,1.704408448117785,0.0
,,,762.947241930969,47.43802571020194,1.0,471.3943244,-47.6202865,0.0,,,
504.4894557127708,-0.7229965095992839,1.0,,,,452.9273845,0.541360059,0.0,-1.6348241048114902,-1.4477107632142618,1.0
498.4126885230213,2.552985854006581,1.0,,,,434.6106868,10.57566871,0.0,2.119791379928196,1.8150994168480985,0.0
503.9047892912165,-3.49271764022868,1.0,737.8106398853868,111.1542391747814,1.0,450.9942035,-7.355552729,0.0,,,
503.8818725332876,18.57520100781817,1.0,735.8328435405156,185.3363299467937,1.0,450.8262802,59.05358605,0.0,1.3328707642986233,1.3266412471012223,0.0
509.75093946472055,-9.896506695947492,1.0,751.4095821124168,107.87436006896668,1.0,468.327923,-26.15669413,0.0,2.766389607179229,2.7346793849501427,0.0
,,,774.2978455923574,112.79129926037426,1.0,493.2557975,-28.96190674,0.0,-2.0867319485364395,-2.2550147698778087,1.0
511.94612563274063,-17.65978337376962,1.0,753.5712941818819,100.40909390258648,1.0,474.6832203,-49.03859276,0.0,1.823003044373258,1.3125243532909905,0.0
